,SPEAKER,Text
156,SPEAKER_00, God.
157,SPEAKER_00, Ugh.
158,SPEAKER_00," I've been driving to school nervous. I hit, back into my tire, hit."
159,SPEAKER_00, Love.
160,SPEAKER_00, Cool.
161,SPEAKER_00," side thing, whatever you want to call it."
162,SPEAKER_00, And uh...
163,SPEAKER_00, budge when there.
164,SPEAKER_00," Got to go on, try right on."
165,SPEAKER_00," ran towards school, I yell this inch now, ran inside the school, ran up to Christina, bam, right in the heart."
166,SPEAKER_00, She just ran in with the gun.
167,SPEAKER_00," to shoot? I just, I didn't mean to shoot. I just snapped. I mean, so you don't really know who the other people are that you shoot? I mean, I know, I remember who it is. I just didn't know at the time."
168,SPEAKER_00," But let me tell you what happened. I mean, were you anything? No, sir. No, sir. I just."
169,SPEAKER_00, I mean...
170,SPEAKER_00, Bye.
171,SPEAKER_00," It was like I was there, but I wasn't. Okay. So tell me what happened. I shot lead you dude."
172,SPEAKER_00, I don't know why.
173,SPEAKER_00, I shot
174,SPEAKER_00, Turned around and I just shot off into the crowd and I think I hit Stephanie Wiggles. I think I might hit her in the butt.
175,SPEAKER_00," And then Westboro, Allen Westboro, he's lying down with Karen Allen. He always prepped on me."
176,SPEAKER_00, How did they find me?
177,SPEAKER_00, I just got really mad. He's a big guy. He's a big guy. I don't know if I killed him or not. I don't think so. I shot him once somewhere and then I know I shot him in the balls or the dick or somewhere along there and then I shot him again.
178,SPEAKER_00, bullet in there.
179,SPEAKER_00, And I don't think I know I told Jerry safely I want to shoot out because he never did anything to because he was hot over the girlfriend over in the corner trying to protect his girlfriend. I told him I'm not gonna do anything to you.
180,SPEAKER_00, And I...
181,SPEAKER_00," I took off the floor down the science hall. Some guy was running down that way. I don't know who. So I just, I said, wait, I'm only going this way before. So I just went out the other way, got in my car, drove off."
182,SPEAKER_00," And next thing I know, I was just trying to get out. I didn't know what really was going on. I hit a tree, my heart came right out there."
183,SPEAKER_00, I just...
184,SPEAKER_00," I just said, no, I don't want to die."
185,SPEAKER_00, So I just gave up.
186,SPEAKER_00," And I told him to get out of the car, I got out of the car. You know, I was real nice about it and everything. So is that the only..."
187,SPEAKER_00," Was there anybody in the lower elementary? No sir, no sir. I just came up here."
188,SPEAKER_00," I like to tell you I mean we were here on the radio that you know, I mean, you know how Oh, yeah, but it was just it was just there sir. I promise"
189,SPEAKER_00," Alright, so let me ask you this, do you..."
190,SPEAKER_00," I mean, it sounded like you were pretty much together. I mean, like this boy, uh... I'm not, I'm not insane, sir. Alright. I knew, I knew what I was doing. I was just really pissed at the time. You were just mad."
191,SPEAKER_00," Like when you shot the one boy, you said you shot him in the groin area and you shot him right at the chest."
192,SPEAKER_00," I don't know where I shot him. You just shot him several times? Three times. Okay, why in particular did you shoot him in the groin area? Did he mess with your girlfriend? No sir, he just..."
193,SPEAKER_00," I didn't mean to, I mean I wasn't aiming, I can't shoot a gun very well. I just, bam, then I thought it hit him in the groin, because he, oh man, like that."
194,SPEAKER_00, I know I've been making that sound before I got shot in the groin.
195,SPEAKER_00, Boom.
196,SPEAKER_00," And you said, uh, I wonder if it's the other guy's name. You said, uh, Justin. Who'd you get this package? I gave it to Justin Slage."
197,SPEAKER_00, Sledge.
198,SPEAKER_00, He is an 11th. A little proof. Do you know the small number?
199,SPEAKER_00," I mean, that's our head to it. Do you know where he lives?"
200,SPEAKER_00, on Jeffries Drive.
201,SPEAKER_00, You know his mother tonight? My father tonight? Yes.
202,SPEAKER_00, Anything else that you think of that I'm going to find out or I need to know?
203,SPEAKER_00, or anything like that.
204,SPEAKER_00," I mean, is there anything that I don't know that you think I need to know?"
205,SPEAKER_00, Why do you want to hug?
206,SPEAKER_00, I guess I've told you every
207,SPEAKER_00,
208,SPEAKER_00," Well at this time I'm going to conclude the interview between myself, Detective Hirschfield, and Luke Woodham."
209,SPEAKER_00," And we may do another interview later on, you know, in case I have some questions. But right now this concludes the interview for myself and Luke Woodham. Time is 9.07."
